/*
Music name:	六兆年と一夜物語
*/


#ifndef __musicscore_h__
#define __musicscore_h__


#define musiclength 2691

float musicscore[] = {
   0.000,  5.000,  85.000,
   7.000,  1.000,  4.000,
   7.500,  1.000,  6.000,
   8.000,  1.000,  4.000,
   8.000,  1.000,  1.000,
   9.000,  1.000,  4.000,
   9.500,  1.000,  7.000,
   10.000,  1.000,  2.000,
   10.000,  1.000,  5.000,
   11.000,  1.000,  4.000,
   11.500,  1.000,  7.000,
   12.000,  1.000,  3.000,
   12.000,  1.000,  6.000,
   12.500,  1.000,  7.000,
   13.000,  1.000,  6.000,
   13.500,  1.000,  5.000,
   14.000,  1.000,  4.000,
   14.000,  1.000,  1.000,
   14.500,  1.000,  2.000,
   15.000,  1.000,  4.000,
   15.000,  1.000,  7.000,
   15.500,  1.000,  3.000,
   15.500,  1.000,  6.000,
   16.000,  1.000,  2.000,
   16.000,  1.000,  5.000,
   16.500,  1.000,  1.000,
   17.000,  1.000,  4.000,
   17.500,  1.000,  7.000,
   18.000,  1.000,  2.000,
   18.000,  1.000,  6.000,
   18.500,  1.000,  7.000,
   18.750,  1.000,  6.000,
   19.000,  1.000,  5.000,
   19.000,  1.000,  1.000,
   19.500,  1.000,  4.000,
   19.750,  1.000,  2.000,
   19.875,  1.000,  5.000,
   20.000,  5.000,  186.000,
   20.000,  11.000,  2.000,
   27.000,  21.000,  3.000,
   27.000,  13.000,  1.000,
   27.250,  22.000,  4.000,
   27.500,  22.000,  5.000,
   27.750,  22.000,  6.000,
   28.000,  1.000,  2.000,
   28.000,  23.000,  7.000,
   28.500,  1.000,  2.000,
   28.500,  1.000,  7.000,
   29.000,  1.000,  6.000,
   29.500,  1.000,  2.000,
   30.000,  21.000,  6.000,
   30.250,  22.000,  7.000,
   30.500,  22.000,  6.000,
   30.750,  22.000,  5.000,
   31.000,  23.000,  4.000,
   31.500,  1.000,  3.000,
   32.000,  1.000,  6.000,
   32.000,  1.000,  1.000,
   32.500,  1.000,  6.000,
   32.500,  1.000,  1.000,
   33.000,  1.000,  7.000,
   33.500,  1.000,  3.000,
   34.000,  21.000,  2.000,
   34.250,  22.000,  1.000,
   34.500,  22.000,  2.000,
   34.750,  22.000,  3.000,
   35.000,  23.000,  4.000,
   35.500,  1.000,  7.000,
   36.000,  1.000,  2.000,
   36.000,  1.000,  6.000,
   36.500,  1.000,  2.000,
   36.500,  1.000,  6.000,
   37.000,  1.000,  5.000,
   37.500,  1.000,  1.000,
   38.000,  21.000,  6.000,
   38.250,  22.000,  7.000,
   38.500,  22.000,  6.000,
   38.750,  22.000,  5.000,
   39.000,  23.000,  4.000,
   39.500,  1.000,  5.000,
   40.000,  1.000,  1.000,
   40.000,  1.000,  7.000,
   40.500,  1.000,  1.000,
   40.500,  1.000,  7.000,
   41.000,  11.000,  3.000,
   41.000,  21.000,  6.000,
   41.250,  12.000,  4.000,
   41.250,  22.000,  7.000,
   41.500,  12.000,  3.000,
   41.500,  22.000,  6.000,
   41.750,  12.000,  2.000,
   41.750,  22.000,  5.000,
   42.000,  23.000,  4.000,
   42.000,  13.000,  1.000,
   42.500,  1.000,  3.000,
   42.750,  1.000,  5.000,
