/*
Music name:	六兆年と一夜物語
*/


#ifndef __musicscore_h__
#define __musicscore_h__


#define musiclength 477

float musicscore[] = {
   0.000,  5.000,  85.000,
   8.000,  1.000,  2.000,
   10.000,  1.000,  3.000,
   12.000,  1.000,  6.000,
   14.000,  1.000,  3.000,
   16.000,  1.000,  2.000,
   18.000,  1.000,  5.000,
   20.000,  5.000,  186.000,
   28.000,  1.000,  6.000,
   32.000,  1.000,  2.000,
   36.000,  1.000,  4.000,
   40.000,  1.000,  6.000,
   42.000,  1.000,  3.000,
   42.000,  1.000,  5.000,
   44.000,  1.000,  6.000,
   46.000,  1.000,  3.000,
   48.000,  1.000,  5.000,
   50.000,  1.000,  2.000,
   52.000,  1.000,  2.000,
   52.000,  1.000,  6.000,
   60.000,  1.000,  6.000,
   64.000,  1.000,  2.000,
   68.000,  1.000,  6.000,
   72.000,  1.000,  2.000,
   76.000,  1.000,  5.000,
   78.000,  1.000,  5.000,
   80.000,  1.000,  3.000,
   82.000,  1.000,  3.000,
   84.000,  1.000,  2.000,
   84.000,  1.000,  6.000,
   92.000,  11.000,  6.000,
   94.000,  13.000,  6.000,
   96.000,  11.000,  3.000,
   98.000,  13.000,  3.000,
   100.000,  11.000,  5.000,
   102.000,  13.000,  5.000,
   104.000,  11.000,  2.000,
   106.000,  13.000,  2.000,
   108.000,  1.000,  5.000,
   110.000,  1.000,  2.000,
   112.000,  1.000,  6.000,
   114.000,  1.000,  3.000,
   116.000,  1.000,  2.000,
   116.000,  1.000,  6.000,
   124.000,  1.000,  6.000,
   125.500,  1.000,  5.000,
   127.000,  1.000,  4.000,
   132.000,  1.000,  3.000,
   133.500,  1.000,  4.000,
   135.000,  1.000,  5.000,
   140.000,  1.000,  6.000,
   142.000,  1.000,  4.000,
   144.000,  1.000,  2.000,
   148.000,  1.000,  5.000,
   149.000,  1.000,  3.000,
   150.000,  1.000,  5.000,
   151.000,  1.000,  3.000,
   152.000,  1.000,  2.000,
   152.000,  1.000,  6.000,
   156.000,  1.000,  3.000,
   156.000,  1.000,  6.000,
   158.000,  1.000,  2.000,
   158.000,  1.000,  5.000,
   160.000,  1.000,  5.000,
   161.000,  1.000,  3.000,
   162.000,  1.000,  5.000,
   164.000,  1.000,  2.000,
   166.000,  1.000,  6.000,
   168.000,  1.000,  5.000,
   169.000,  1.000,  3.000,
   170.000,  1.000,  6.000,
   172.000,  1.000,  3.000,
   172.000,  1.000,  6.000,
   174.000,  1.000,  2.000,
   174.000,  1.000,  5.000,
   176.000,  1.000,  6.000,
   177.000,  1.000,  4.000,
   178.000,  1.000,  2.000,
   180.000,  1.000,  6.000,
   181.000,  1.000,  2.000,
   182.000,  1.000,  6.000,
   183.000,  1.000,  2.000,
   184.000,  1.000,  5.000,
   185.000,  1.000,  3.000,
   186.000,  1.000,  2.000,
   186.000,  1.000,  6.000,
   188.000,  1.000,  3.000,
   188.000,  1.000,  6.000,
   190.000,  1.000,  2.000,
   190.000,  1.000,  5.000,
   192.000,  1.000,  5.000,
   193.000,  1.000,  3.000,
   194.000,  1.000,  5.000,
   196.000,  1.000,  2.000,
   198.000,  1.000,  6.000,
   200.000,  1.000,  5.000,
   201.000,  1.000,  3.000,
   202.000,  1.000,  6.000,
   204.000,  1.000,  3.000,
   204.000,  1.000,  6.000,
   206.000,  1.000,  2.000,
   206.000,  1.000,  5.000,
   208.000,  1.000,  6.000,
   209.000,  1.000,  4.000,
   210.000,  1.000,  2.000,
   212.000,  1.000,  6.000,
   213.000,  1.000,  2.000,
   214.000,  1.000,  6.000,
   215.000,  1.000,  2.000,
   216.000,  1.000,  5.000,
   217.000,  1.000,  3.000,
   218.000,  1.000,  2.000,
   218.000,  1.000,  6.000,
   220.000,  1.000,  6.000,
   222.000,  1.000,  3.000,
   224.000,  1.000,  5.000,
   226.000,  1.000,  2.000,
   228.000,  1.000,  5.000,
   230.000,  1.000,  3.000,
   232.000,  1.000,  6.000,
   233.000,  1.000,  4.000,
   234.000,  1.000,  2.000,
   236.000,  1.000,  6.000,
   238.000,  1.000,  2.000,
   240.000,  1.000,  5.000,
   242.000,  1.000,  3.000,
   244.000,  1.000,  6.000,
   246.000,  1.000,  2.000,
   248.000,  1.000,  5.000,
   249.000,  1.000,  3.000,
   250.000,  1.000,  6.000,
   252.000,  1.000,  2.000,
   252.000,  1.000,  6.000,
   253.000,  1.000,  2.000,
   253.000,  1.000,  6.000,
   256.000,  1.000,  2.000,
   256.000,  1.000,  6.000,
   257.000,  1.000,  2.000,
   257.000,  1.000,  6.000,
   260.000,  1.000,  2.000,
   260.000,  1.000,  6.000,
   261.000,  1.000,  2.000,
   261.000,  1.000,  6.000,
   264.000,  1.000,  6.000,
   265.000,  1.000,  2.000,
   266.000,  1.000,  5.000,
   267.000,  1.000,  3.000,
   268.000,  1.000,  5.000,
   270.000,  1.000,  2.000,
   272.000,  1.000,  6.000,
   274.000,  1.000,  3.000,
   276.000,  1.000,  3.000,
   276.000,  1.000,  5.000,
   279.000,  1.000,  3.000,
   279.000,  1.000,  5.000,
   284.000,  1.000,  2.000,
   284.000,  1.000,  6.000,
   287.000,  1.000,  2.000,
   287.000,  1.000,  6.000
};


#endif
